,Functional,Reduced Formula,Config,State,F Frac,Pristine Li Frac,True F,True O,True Li,True V,True Nb,True Vac,Energy (eV),Normalized Energy (eV/atom),Volume (A^3),Tet Li,Oct Li,Tet V,Oct V
268,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_491,FullDeLi,0.2,1.1,2,18,0,9,0,11,-343.99322,-11.86183517,335.0658487,0,0,0,9
269,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_491,Pristine,0.2,1.1,2,18,11,9,0,0,-403.25299,-10.08132475,352.2992372,0,11,0,9
270,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_492,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-384.25382,-10.67371722,347.4214798,2,5,0,9
271,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_492,FullDeLi,0.2,1.1,2,18,0,9,0,11,-344.44444,-11.87739448,333.6379976,0,0,0,9
272,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_492,Pristine,0.2,1.1,2,18,11,9,0,0,-403.1045,-10.0776125,349.9179771,0,11,0,9
273,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_493,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-383.33089,-10.64808028,339.2829537,0,7,0,9
274,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_493,FullDeLi,0.2,1.1,2,18,0,9,0,11,-346.05354,-11.93288069,311.4633438,0,0,0,9
275,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_493,Pristine,0.2,1.1,2,18,11,9,0,0,-403.22174,-10.0805435,346.5224088,0,11,0,9
276,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_494,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-382.88169,-10.6356025,337.5249179,0,7,0,9
277,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_494,FullDeLi,0.2,1.1,2,18,0,9,0,11,-345.74452,-11.92222483,308.0488801,0,0,0,9
278,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_494,Pristine,0.2,1.1,2,18,11,9,0,0,-402.74576,-10.068644,345.7948885,0,11,0,9
279,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_495,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-384.40913,-10.67803139,350.8834103,4,3,0,9
280,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_495,FullDeLi,0.2,1.1,2,18,0,9,0,11,-344.19937,-11.86894379,335.6172982,0,0,0,9
281,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_495,Pristine,0.2,1.1,2,18,11,9,0,0,-402.61533,-10.06538325,353.1308618,0,11,0,9
282,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_496,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-382.63166,-10.62865722,353.7072226,2,5,0,9
283,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_496,FullDeLi,0.2,1.1,2,18,0,9,0,11,-344.07404,-11.86462207,330.7355688,0,0,0,9
284,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_496,Pristine,0.2,1.1,2,18,11,9,0,0,-402.67483,-10.06687075,352.0537788,0,11,0,9
285,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_497,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-383.07878,-10.64107722,338.9093907,0,7,0,9
286,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_497,FullDeLi,0.2,1.1,2,18,0,9,0,11,-345.10447,-11.90015414,318.3659076,0,0,0,9
287,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_497,Pristine,0.2,1.1,2,18,11,9,0,0,-402.56637,-10.06415925,347.8813851,0,11,0,9
288,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_498,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-382.67322,-10.62981167,338.7772285,0,7,0,9
289,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_498,FullDeLi,0.2,1.1,2,18,0,9,0,11,-346.36649,-11.94367207,308.5678267,0,0,0,9
290,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_498,Pristine,0.2,1.1,2,18,11,9,0,0,-402.26959,-10.05673975,349.7651355,0,11,0,9
291,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_499,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-383.97803,-10.66605639,346.0027067,2,5,0,9
292,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_499,FullDeLi,0.2,1.1,2,18,0,9,0,11,-344.14334,-11.86701172,327.1520578,0,0,0,9
293,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_499,Pristine,0.2,1.1,2,18,11,9,0,0,-402.83613,-10.07090325,351.2125485,0,11,0,9
294,SCAN+rVV10,Li7V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_500,DeLi4Li,0.2,1.1,2,18,7,9,0,4,-383.22218,-10.64506056,337.3524069,0,7,0,9
295,SCAN+rVV10,V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_500,FullDeLi,0.2,1.1,2,18,0,9,0,11,-345.40264,-11.91043586,336.2364188,0,0,0,9
296,SCAN+rVV10,Li11V9(O9F)2,LMOF_mF0.1_xM3_0.45_1273.0K_500,Pristine,0.2,1.1,2,18,11,9,0,0,-402.88971,-10.07224275,348.3861204,0,11,0,9
297,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_467,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.09094,-10.141415,328.7643401,0,10,0,4
298,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_467,FullDeLi,0.4,1.4,4,16,0,4,2,14,-299.40228,-11.51547231,322.4419005,0,0,1,3
299,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_467,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-342.29146,-10.69660813,328.6734347,1,5,0,4
300,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_467,Pristine,0.4,1.4,4,16,14,4,2,0,-386.24956,-9.656239,341.4820274,0,14,0,4
301,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_468,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.58301,-10.15508361,327.5753874,0,10,0,4
302,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_468,FullDeLi,0.4,1.4,4,16,0,4,2,14,-298.82895,-11.49342115,322.2363733,0,0,0,4
303,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_468,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-343.96665,-10.74895781,356.1882612,4,2,1,3
304,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_468,Pristine,0.4,1.4,4,16,14,4,2,0,-386.47068,-9.661767,344.8784759,0,14,0,4
305,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_469,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.88327,-10.16342417,328.8533403,1,9,0,4
306,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_469,FullDeLi,0.4,1.4,4,16,0,4,2,14,-298.08888,-11.46495692,310.90552,0,0,0,4
307,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_469,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-344.65422,-10.77044438,353.5266509,4,2,0,4
308,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_469,Pristine,0.4,1.4,4,16,14,4,2,0,-386.91333,-9.67283325,340.1438246,0,14,0,4
309,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_470,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.61676,-10.15602111,333.8739739,1,9,0,4
310,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_470,FullDeLi,0.4,1.4,4,16,0,4,2,14,-297.69089,-11.44964962,332.4261064,0,0,0,4
311,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_470,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-344.70503,-10.77203219,341.0123486,5,1,0,4
312,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_470,Pristine,0.4,1.4,4,16,14,4,2,0,-386.64328,-9.666082,342.5775039,0,14,0,4
313,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_471,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.37298,-10.14924944,337.7293599,0,10,0,4
314,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_471,FullDeLi,0.4,1.4,4,16,0,4,2,14,-302.96788,-11.65261077,368.250586,0,0,0,4
315,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_471,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-344.23608,-10.7573775,336.9596858,1,5,0,4
316,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_471,Pristine,0.4,1.4,4,16,14,4,2,0,-386.70408,-9.667602,344.1511614,0,14,0,4
317,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_472,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.26217,-10.14617139,332.7972003,0,10,0,4
318,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_472,FullDeLi,0.4,1.4,4,16,0,4,2,14,-299.53306,-11.52050231,360.7434862,0,0,0,4
319,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_472,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-344.3874,-10.76210625,350.6654844,4,2,1,3
320,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_472,Pristine,0.4,1.4,4,16,14,4,2,0,-386.67052,-9.666763,342.5362654,0,14,0,4
321,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_473,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.57852,-10.15495889,326.7722263,0,10,0,4
322,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_473,FullDeLi,0.4,1.4,4,16,0,4,2,14,-299.58544,-11.52251692,318.0669671,0,0,0,4
323,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_473,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-345.52956,-10.79779875,388.6905817,3,3,0,4
324,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_473,Pristine,0.4,1.4,4,16,14,4,2,0,-386.91613,-9.67290325,340.4847318,0,14,0,4
325,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_474,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.31845,-10.14773472,338.7572863,1,9,0,4
326,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_474,FullDeLi,0.4,1.4,4,16,0,4,2,14,-297.93597,-11.45907577,314.9101469,0,0,0,4
327,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_474,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-343.4441,-10.73262813,369.9340933,2,4,2,2
328,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_474,Pristine,0.4,1.4,4,16,14,4,2,0,-386.66909,-9.66672725,343.068717,0,14,0,4
329,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_475,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.97254,-10.16590389,340.3632664,0,10,0,4
330,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_475,FullDeLi,0.4,1.4,4,16,0,4,2,14,-302.7607,-11.64464231,354.5809908,0,0,1,3
331,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_475,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-343.45539,-10.73298094,415.5748597,5,1,1,3
332,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_475,Pristine,0.4,1.4,4,16,14,4,2,0,-386.65987,-9.66649675,345.8953979,0,14,0,4
333,SCAN+rVV10,Li5NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_476,DeLi4Li,0.4,1.4,4,16,10,4,2,4,-365.43899,-10.15108306,329.2548998,0,10,0,4
334,SCAN+rVV10,NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_476,FullDeLi,0.4,1.4,4,16,0,4,2,14,-303.83626,-11.68601,343.1706278,0,0,2,2
335,SCAN+rVV10,Li3NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_476,FullDeLiECap,0.4,1.4,4,16,6,4,2,8,-344.5558,-10.76736875,325.5552236,1,5,0,4
336,SCAN+rVV10,Li7NbV2(O4F)2,LMOF_mF0.2_xM3_0.2_1273.0K_476,Pristine,0.4,1.4,4,16,14,4,2,0,-386.90909,-9.67272725,340.798766,0,14,0,4
337,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_252,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-365.45672,-10.15157556,333.2983233,0,9,0,6
338,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_252,FullDeLi,0.4,1.3,4,16,0,6,1,13,-313.33065,-11.60483889,328.610431,0,0,2,4
339,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_252,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-320.86368,-11.45941714,322.9993395,1,0,1,5
340,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_252,Pristine,0.4,1.3,4,16,13,6,1,0,-385.92195,-9.64804875,341.6570447,0,13,0,6
341,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_253,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-365.7312,-10.1592,348.6410855,3,6,0,6
342,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_253,FullDeLi,0.4,1.3,4,16,0,6,1,13,-310.45724,-11.4984163,328.1474737,0,0,0,6
343,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_253,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-319.36974,-11.40606214,339.0742931,0,1,2,4
344,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_253,Pristine,0.4,1.3,4,16,13,6,1,0,-385.86299,-9.64657475,347.1398944,0,13,0,6
345,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_254,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-364.47044,-10.12417889,331.2685701,0,9,0,6
346,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_254,FullDeLi,0.4,1.3,4,16,0,6,1,13,-313.3272,-11.60471111,328.205567,0,0,2,4
347,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_254,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-320.12559,-11.43305679,338.9190066,1,0,1,5
348,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_254,Pristine,0.4,1.3,4,16,13,6,1,0,-385.92084,-9.648021,341.5861291,0,13,0,6
349,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_255,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-365.68333,-10.15787028,341.7360572,0,9,0,6
350,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_255,FullDeLi,0.4,1.3,4,16,0,6,1,13,-310.84216,-11.51267259,331.1946813,0,0,1,5
351,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_255,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-316.93108,-11.31896714,332.4857944,1,0,1,5
352,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_255,Pristine,0.4,1.3,4,16,13,6,1,0,-385.59409,-9.63985225,346.0761005,0,13,0,6
353,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_256,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-365.29318,-10.14703278,335.9617926,0,9,0,6
354,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_256,FullDeLi,0.4,1.3,4,16,0,6,1,13,-312.13536,-11.56056889,366.2934932,0,0,0,6
355,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_256,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-320.11022,-11.43250786,355.9717105,1,0,0,6
356,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_256,Pristine,0.4,1.3,4,16,13,6,1,0,-386.1583,-9.6539575,343.0406982,0,13,0,6
357,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_257,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-364.52451,-10.12568083,331.5146857,0,9,0,6
358,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_257,FullDeLi,0.4,1.3,4,16,0,6,1,13,-312.19188,-11.56266222,367.7515259,0,0,1,5
359,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_257,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-319.51643,-11.41130107,342.9839067,1,0,2,4
360,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_257,Pristine,0.4,1.3,4,16,13,6,1,0,-385.49951,-9.63748775,342.2150415,0,13,0,6
361,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_258,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-365.70201,-10.15838917,342.4032562,1,8,0,6
362,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_258,FullDeLi,0.4,1.3,4,16,0,6,1,13,-311.40621,-11.53356333,341.1387281,0,0,1,5
363,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_258,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-318.45248,-11.37330286,326.1748046,0,1,1,5
364,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_258,Pristine,0.4,1.3,4,16,13,6,1,0,-385.57382,-9.6393455,348.0544261,0,13,0,6
365,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_259,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-366.04977,-10.16804917,336.4923685,1,8,0,6
366,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_259,FullDeLi,0.4,1.3,4,16,0,6,1,13,-310.53963,-11.50146778,335.4148707,0,0,1,5
367,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_259,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-318.76039,-11.38429964,334.2780293,0,1,1,5
368,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_259,Pristine,0.4,1.3,4,16,13,6,1,0,-385.56798,-9.6391995,345.0726988,0,13,0,6
369,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_260,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-365.69284,-10.15813444,343.5821757,1,8,0,6
370,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_260,FullDeLi,0.4,1.3,4,16,0,6,1,13,-309.90567,-11.47798778,331.9866365,0,0,0,6
371,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_260,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-321.0474,-11.46597857,322.1837053,0,1,0,6
372,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_260,Pristine,0.4,1.3,4,16,13,6,1,0,-385.63941,-9.64098525,346.2882276,0,13,0,6
373,SCAN+rVV10,Li9NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_261,DeLi4Li,0.4,1.3,4,16,9,6,1,4,-363.65604,-10.10155667,328.5035016,0,9,0,6
374,SCAN+rVV10,NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_261,FullDeLi,0.4,1.3,4,16,0,6,1,13,-313.4694,-11.60997778,354.0825606,0,0,1,5
375,SCAN+rVV10,LiNbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_261,FullDeLiECap,0.4,1.3,4,16,1,6,1,12,-320.59419,-11.4497925,322.4638732,0,1,0,6
376,SCAN+rVV10,Li13NbV6(O4F)4,LMOF_mF0.2_xM3_0.3_1273.0K_261,Pristine,0.4,1.3,4,16,13,6,1,0,-385.66239,-9.64155975,340.5932802,0,13,0,6
377,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_10,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-364.81641,-10.13378917,347.799671,1,7,0,8
378,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_10,FullDeLi,0.4,1.2,4,16,0,8,0,12,-319.38542,-11.40662214,328.1480098,0,0,1,7
379,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_10,Pristine,0.4,1.2,4,16,12,8,0,0,-384.59605,-9.61490125,348.1886497,0,12,0,8
380,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_11,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-364.94715,-10.13742083,339.9414663,0,8,0,8
381,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_11,FullDeLi,0.4,1.2,4,16,0,8,0,12,-319.06456,-11.39516286,321.2069905,0,0,0,8
382,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_11,Pristine,0.4,1.2,4,16,12,8,0,0,-384.02132,-9.600533,346.7308458,0,12,0,8
383,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_12,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-365.72574,-10.15904833,339.3942207,2,6,0,8
384,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_12,FullDeLi,0.4,1.2,4,16,0,8,0,12,-319.31593,-11.40414036,329.5410205,0,0,1,7
385,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_12,Pristine,0.4,1.2,4,16,12,8,0,0,-384.5371,-9.6134275,346.7763969,0,12,0,8
386,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_13,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-364.49557,-10.12487694,342.0255568,0,8,0,8
387,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_13,FullDeLi,0.4,1.2,4,16,0,8,0,12,-315.63124,-11.27254429,323.2039959,0,0,0,8
388,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_13,Pristine,0.4,1.2,4,16,12,8,0,0,-384.35787,-9.60894675,346.8408249,0,12,0,8
389,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_14,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-365.16272,-10.14340889,342.6554709,1,7,0,8
390,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_14,FullDeLi,0.4,1.2,4,16,0,8,0,12,-319.43528,-11.40840286,345.0914705,0,0,1,7
391,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_14,Pristine,0.4,1.2,4,16,12,8,0,0,-384.3516,-9.60879,346.6092209,0,12,0,8
392,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_15,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-365.5036,-10.15287778,349.1481787,4,4,0,8
393,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_15,FullDeLi,0.4,1.2,4,16,0,8,0,12,-319.48566,-11.41020214,328.2051314,0,0,1,7
394,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_15,Pristine,0.4,1.2,4,16,12,8,0,0,-384.48991,-9.61224775,348.0569903,0,12,0,8
395,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_16,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-363.72861,-10.1035725,347.1713809,4,4,0,8
396,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_16,FullDeLi,0.4,1.2,4,16,0,8,0,12,-318.05014,-11.35893357,333.0873963,0,0,0,8
397,SCAN+rVV10,Li3V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_16,Pristine,0.4,1.2,4,16,12,8,0,0,-385.63765,-9.64094125,347.2967608,0,12,0,8
398,SCAN+rVV10,Li2V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_17,DeLi4Li,0.4,1.2,4,16,8,8,0,4,-364.48521,-10.12458917,359.3902208,1,7,0,8
399,SCAN+rVV10,V2O4F,LMOF_mF0.2_xM3_0.4_1273.0K_17,FullDeLi,0.4,1.2,4,16,0,8,0,12,-318.82852,-11.38673286,345.4395149,0,0,0,8
